127.0.0.1 - - [24/May/2024:16:02:30 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [24/May/2024:16:29:54 +0900] "GET /AjaxLab/pizza_xml/pizza_xml.html HTTP/1.1" 200 1057
0:0:0:0:0:0:0:1 - - [24/May/2024:16:29:54 +0900] "GET /AjaxLab/pizza_xml/pizza_xml.js HTTP/1.1" 200 2249
0:0:0:0:0:0:0:1 - - [24/May/2024:16:29:54 +0900] "GET /AjaxLab/pizza_xml/breakneck_new.css HTTP/1.1" 200 348
0:0:0:0:0:0:0:1 - - [24/May/2024:16:29:54 +0900] "GET /AjaxLab/pizza_xml/breakneck-logo_new.gif HTTP/1.1" 200 20342
0:0:0:0:0:0:0:1 - - [24/May/2024:16:29:54 +0900] "GET /AjaxLab/js/jquery-3.4.1.min.js HTTP/1.1" 200 88145
0:0:0:0:0:0:0:1 - - [24/May/2024:16:29:54 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [24/May/2024:16:29:57 +0900] "GET /AjaxLab/pizza_xml/lookupCustomer_xml.jsp?phone=010-222-2222 HTTP/1.1" 200 228
0:0:0:0:0:0:0:1 - - [24/May/2024:16:46:25 +0900] "GET /AjaxLab/pizza_xml/pizza_xml.js HTTP/1.1" 200 2247
0:0:0:0:0:0:0:1 - - [24/May/2024:16:46:27 +0900] "GET /AjaxLab/pizza_xml/pizza_xml.html HTTP/1.1" 200 1057
0:0:0:0:0:0:0:1 - - [24/May/2024:16:46:27 +0900] "GET /AjaxLab/pizza_xml/breakneck_new.css HTTP/1.1" 200 348
0:0:0:0:0:0:0:1 - - [24/May/2024:16:46:27 +0900] "GET /AjaxLab/pizza_xml/pizza_xml.js HTTP/1.1" 200 2247
0:0:0:0:0:0:0:1 - - [24/May/2024:16:46:27 +0900] "GET /AjaxLab/js/jquery-3.4.1.min.js HTTP/1.1" 200 88145
0:0:0:0:0:0:0:1 - - [24/May/2024:16:46:27 +0900] "GET /AjaxLab/pizza_xml/breakneck-logo_new.gif HTTP/1.1" 200 20342
0:0:0:0:0:0:0:1 - - [24/May/2024:16:46:27 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [24/May/2024:16:46:30 +0900] "GET /AjaxLab/pizza_xml/pizza_xml.html HTTP/1.1" 200 1057
0:0:0:0:0:0:0:1 - - [24/May/2024:16:46:30 +0900] "GET /AjaxLab/pizza_xml/breakneck_new.css HTTP/1.1" 200 348
0:0:0:0:0:0:0:1 - - [24/May/2024:16:46:30 +0900] "GET /AjaxLab/pizza_xml/pizza_xml.js HTTP/1.1" 200 2247
0:0:0:0:0:0:0:1 - - [24/May/2024:16:46:30 +0900] "GET /AjaxLab/pizza_xml/breakneck-logo_new.gif HTTP/1.1" 200 20342
0:0:0:0:0:0:0:1 - - [24/May/2024:16:46:30 +0900] "GET /AjaxLab/js/jquery-3.4.1.min.js HTTP/1.1" 200 88145
0:0:0:0:0:0:0:1 - - [24/May/2024:16:46:30 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [24/May/2024:16:46:31 +0900] "GET /AjaxLab/pizza_xml/lookupCustomer_xml.jsp?phone=010-222-2222 HTTP/1.1" 200 228
0:0:0:0:0:0:0:1 - - [24/May/2024:16:46:44 +0900] "POST /AjaxLab/pizza_xml/placeOrder_xml.jsp HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [24/May/2024:16:46:48 +0900] "GET /AjaxLab/pizza_xml/pizza_xml.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/May/2024:16:46:49 +0900] "GET /AjaxLab/pizza_xml/lookupCustomer_xml.jsp?phone=010-222-2222 HTTP/1.1" 200 234
